surface,occupants,age,temperature,insulation,equipment_count,energy_consumption
1008.9,38,6.0,11.7,4,32,101778.0
1391.6,97,37.0,13.65,5,70,191158.0
1333.5,97,92.0,11.85,3,80,200336.0
1615.0,84,58.0,7.56,3,43,319336.0
996.0,56,53.0,9.49,3,28,128859.0
1092.1,78,26.0,11.32,3,67,155351.0
808.5,74,36.0,11.31,2,18,96167.0
1022.3,68,89.0,16.43,4,57,160310.0
1350.9,82,66.0,8.04,1,91,247333.0
1502.8,98,78.0,12.76,1,50,255528.0
831.1,69,45.0,15.22,3,57,126748.0
1547.8,96,,17.18,3,54,235047.0
1742.3,108,24.0,10.49,3,34,292768.0
1365.4,86,70.0,12.73,3,87,198774.0
1950.7,120,42.0,12.92,3,34,280126.0
890.5,60,44.0,11.99,2,28,140415.0
702.1,63,64.0,11.25,3,48,99452.0
488.5,35,93.0,12.59,5,88,75065.0
1798.4,117,6.0,5.17,3,89,302206.0
1461.7,94,82.0,13.21,3,36,249179.0
1177.8,62,29.0,11.82,3,83,134338.0
1312.0,96,44.0,10.94,5,72,239705.0
749.8,49,2.0,16.62,2,77,69967.0
2178.3,143,30.0,9.81,3,28,381321.0
1251.7,115,50.0,10.49,4,37,173834.0
1243.8,85,5.0,16.48,3,94,164115.0
1490.3,91,49.0,9.42,1,87,234671.0
1392.4,88,92.0,10.12,3,42,260311.0
1289.6,97,10.0,11.13,1,19,197464.0
883.8,60,76.0,13.6,3,92,136388.0
1388.6,78,40.0,12.02,4,39,225913.0
1952.8,139,65.0,8.27,2,31,323215.0
1738.2,109,26.0,10.17,4,12,255746.0
1837.3,141,15.0,9.98,1,91,323470.0
995.5,77,16.0,11.31,4,84,182359.0
804.2,49,7.0,12.56,3,57,91175.0
1149.7,89,18.0,12.55,2,11,185131.0
1222.3,82,66.0,7.06,2,85,225386.0
1637.7,117,88.0,14.16,5,63,305967.0
523.0,39,81.0,12.13,1,15,52460.0
1811.8,112,68.0,14.96,2,49,304256.0
1136.8,69,11.0,12.61,3,11,115471.0
1029.2,78,28.0,14.25,3,82,74836.0
795.2,49,30.0,12.67,3,11,110366.0
538.1,31,24.0,14.87,2,83,56702.0
1529.3,92,51.0,12.81,2,64,245314.0
1229.3,86,53.0,11.26,2,81,203202.0
684.0,66,35.0,17.18,2,69,152170.0
682.0,34,35.0,13.72,3,15,73915.0
1065.7,71,82.0,12.93,4,28,178152.0
1867.6,138,78.0,8.31,2,36,328137.0
1096.2,72,30.0,8.28,3,10,182917.0
598.7,44,91.0,12.23,3,42,90894.0
1101.7,62,95.0,11.86,5,49,163466.0
1090.9,77,32.0,9.96,5,41,196885.0
300.0,18,35.0,11.85,4,78,40399.0
1178.3,88,50.0,15.47,2,26,181029.0
1107.6,85,94.0,13.24,1,17,144966.0
1478.5,124,87.0,8.65,3,66,259432.0
1939.6,135,10.0,11.22,2,51,382071.0
1650.6,113,39.0,9.49,3,18,268548.0
1092.4,74,55.0,10.53,4,96,195741.0
757.4,46,50.0,10.47,4,44,141922.0
2229.3,152,19.0,10.31,4,80,363021.0
1223.7,78,85.0,8.36,3,88,201847.0
1205.6,82,67.0,11.18,3,62,138810.0
1190.3,92,83.0,10.1,3,63,225803.0
1279.2,75,85.0,4.18,1,93,247102.0
1142.3,87,74.0,16.63,4,34,164454.0
970.5,77,43.0,14.22,1,76,119569.0
981.3,64,61.0,10.56,3,71,152596.0
1186.9,57,16.0,11.55,3,64,172687.0
982.6,59,67.0,8.57,3,55,177241.0
914.9,73,17.0,15.74,4,33,69349.0
1242.6,82,69.0,16.24,3,55,215914.0
1098.0,63,22.0,11.89,4,31,133674.0
1801.6,115,11.0,14.06,2,20,236329.0
300.0,28,16.0,11.94,3,57,10000.0
1636.6,114,0.0,8.16,4,17,252183.0
1698.4,110,71.0,10.47,3,48,297207.0
370.6,21,73.0,11.83,5,44,66434.0
1062.9,66,51.0,10.36,2,58,172838.0
1051.4,60,16.0,10.95,3,55,146962.0
637.0,58,8.0,11.27,3,47,42839.0
888.9,56,1.0,11.3,5,17,116010.0
755.8,62,16.0,11.63,2,63,106998.0
1900.9,141,89.0,8.85,4,46,325549.0
1574.3,114,24.0,9.71,3,49,205281.0
1708.6,109,35.0,8.29,2,43,332600.0
1488.7,103,10.0,13.94,3,88,182701.0
748.4,49,22.0,6.24,3,26,103136.0
990.2,56,51.0,14.38,3,42,149230.0
1395.7,96,60.0,14.97,4,56,176464.0
711.1,35,24.0,10.74,3,61,55842.0
1485.2,110,5.0,4.99,3,89,195020.0
1103.9,68,39.0,10.6,3,18,189265.0
1050.1,72,23.0,11.34,1,42,154607.0
1484.4,101,21.0,8.97,2,69,320132.0
1377.7,89,95.0,10.21,3,86,222488.0
1055.6,76,61.0,15.33,3,30,129557.0
1663.7,106,55.0,13.16,2,67,262805.0
767.6,59,41.0,9.19,3,94,123600.0
1446.4,82,42.0,7.51,3,78,235467.0
1437.2,97,54.0,10.68,2,19,261445.0
1076.2,91,69.0,10.97,3,15,153739.0
1330.5,78,70.0,12.74,2,22,190932.0
699.6,39,17.0,10.16,5,74,28435.0
1569.6,109,50.0,12.78,4,29,186770.0
1126.0,76,41.0,16.34,4,66,130566.0
990.9,69,87.0,13.54,2,55,161127.0
1619.6,112,63.0,11.38,4,17,247298.0
918.3,67,53.0,11.04,4,19,164845.0
636.6,53,11.0,10.61,4,82,96687.0
577.3,42,60.0,14.45,2,76,69856.0
1442.4,93,11.0,9.93,3,20,177521.0
687.8,52,33.0,11.61,4,21,66717.0
1901.9,145,14.0,11.63,3,19,284312.0
367.2,23,69.0,10.25,3,34,37191.0
1878.6,115,20.0,8.07,3,58,295313.0
1284.4,96,39.0,12.31,3,58,180215.0
1161.3,76,89.0,11.35,1,98,208264.0
982.0,43,20.0,12.75,3,20,115825.0
1359.7,99,50.0,10.17,1,71,246249.0
1184.9,73,41.0,14.55,3,45,179131.0
1641.3,108,1.0,9.31,2,48,242028.0
1245.7,86,79.0,15.78,3,62,224775.0
1260.1,85,6.0,7.13,2,99,183070.0
1054.6,77,47.0,12.59,3,87,117160.0
1177.2,74,56.0,12.69,4,65,184327.0
1323.1,93,62.0,9.51,2,10,213680.0
515.9,31,68.0,12.56,2,65,86744.0
660.7,51,25.0,14.7,2,13,16354.0
1497.3,105,0.0,5.96,4,39,270303.0
1268.3,75,72.0,12.76,3,21,223431.0
1126.4,85,53.0,5.27,3,44,166471.0
1207.4,75,83.0,9.09,2,86,187547.0
1339.0,97,82.0,15.57,3,61,253826.0
984.1,69,84.0,10.05,4,40,145312.0
888.7,77,48.0,8.57,4,96,115733.0
1278.3,82,33.0,11.01,3,77,141578.0
808.7,50,79.0,16.67,1,61,118825.0
1363.3,90,45.0,6.92,2,89,238884.0
519.0,31,18.0,8.87,1,16,98640.0
1611.7,115,85.0,15.24,2,31,237349.0
1389.0,76,88.0,16.14,2,84,191814.0
1302.4,76,46.0,11.24,2,65,227194.0
1593.1,95,7.0,8.4,3,67,279282.0
1866.2,133,38.0,16.74,5,73,225929.0
1605.7,124,80.0,15.49,3,21,286531.0
463.7,29,90.0,13.2,4,16,60467.0
688.2,44,20.0,9.47,4,64,111396.0
950.1,64,6.0,11.38,2,71,132172.0
1210.4,92,87.0,11.1,4,99,138355.0
1407.1,84,38.0,12.33,2,82,222798.0
909.7,63,54.0,15.13,3,86,150515.0
1274.7,94,96.0,13.7,3,64,192270.0
897.8,64,6.0,8.81,5,45,100126.0
955.4,65,64.0,14.94,2,98,141614.0
637.3,52,7.0,12.28,2,33,10000.0
830.7,28,37.0,13.22,5,53,134947.0
659.3,50,,15.17,1,26,84946.0
809.7,47,,8.72,3,11,140602.0
1621.5,89,99.0,11.41,4,22,277321.0
820.2,59,55.0,10.17,4,40,152114.0
2253.0,163,32.0,7.58,5,37,380745.0
1397.3,91,22.0,12.37,5,69,186105.0
1273.9,94,35.0,17.78,1,36,164549.0
856.7,73,37.0,6.9,4,24,152815.0
1480.1,111,6.0,11.42,3,88,173825.0
969.7,81,36.0,13.1,3,42,151376.0
1248.8,90,46.0,11.81,2,29,176416.0
2224.0,149,72.0,11.22,3,51,416421.0
1161.6,61,65.0,8.25,5,21,190208.0
1659.7,108,70.0,12.08,5,82,278107.0
918.7,52,0.0,9.61,3,32,126567.0
1186.0,100,21.0,6.03,1,81,170316.0
1908.3,125,66.0,14.49,3,23,290336.0
949.2,64,48.0,13.9,4,34,141905.0
1925.0,133,0.0,11.63,4,86,292820.0
1483.1,99,80.0,12.07,3,94,281278.0
975.0,81,77.0,14.19,1,40,177154.0
1453.0,90,54.0,12.06,3,63,210510.0
1589.0,107,6.0,13.76,3,14,210530.0
1448.7,89,76.0,10.76,5,22,234867.0
571.9,24,58.0,14.78,3,37,10000.0
909.1,54,78.0,12.3,3,52,188414.0
1101.0,73,75.0,11.99,3,98,192135.0
1170.2,73,80.0,8.32,1,56,258852.0
1448.3,89,51.0,12.22,5,80,175310.0
1271.1,70,14.0,9.42,3,47,226144.0
665.9,43,67.0,9.9,3,76,163695.0
1352.1,75,62.0,9.46,3,71,198014.0
1444.2,103,74.0,8.83,3,48,274943.0
1423.9,95,16.0,16.81,3,46,192423.0
1632.3,94,19.0,14.83,4,95,192476.0
1533.6,99,89.0,16.3,2,17,267951.0
1383.7,84,74.0,8.44,3,90,267241.0
1171.9,81,90.0,11.68,2,61,195372.0
535.6,49,75.0,8.27,3,42,124091.0
1371.8,72,59.0,9.76,1,90,207318.0
1283.1,86,65.0,9.2,3,51,183675.0
1308.6,85,88.0,14.6,4,85,208253.0
689.3,52,57.0,10.51,4,36,97219.0
767.6,53,63.0,14.17,3,17,88582.0
1621.3,100,15.0,13.01,3,32,263674.0
1184.2,75,47.0,17.26,1,73,191586.0
1472.6,90,71.0,7.8,3,29,285206.0
1211.3,91,27.0,14.65,4,25,156589.0
1211.9,81,20.0,14.37,2,26,189869.0
1575.3,124,31.0,9.07,3,89,247786.0
993.6,65,24.0,14.02,4,28,173115.0
1238.4,75,21.0,12.34,4,17,151228.0
1015.1,52,42.0,10.93,2,47,216337.0
1026.2,50,90.0,9.44,3,47,185940.0
1076.3,55,50.0,9.7,2,62,149102.0
1288.9,88,18.0,16.62,2,99,212473.0
1008.5,72,7.0,11.5,5,40,122020.0
1702.3,97,69.0,13.46,4,53,293230.0
842.2,65,38.0,9.52,4,69,150289.0
1125.3,70,82.0,9.55,1,85,224283.0
1024.1,69,65.0,14.2,4,26,130123.0
1778.8,134,79.0,8.13,3,88,345496.0
1278.6,94,27.0,10.46,3,82,197881.0
1612.7,104,69.0,11.59,3,48,289332.0
605.8,31,26.0,11.78,1,51,33927.0
1306.8,65,93.0,11.05,4,57,232833.0
1555.9,96,63.0,12.49,3,21,239483.0
1232.9,80,32.0,13.23,2,98,230082.0
1626.2,98,26.0,13.34,2,27,271978.0
993.1,64,19.0,9.04,2,88,163353.0
1763.7,118,69.0,10.79,1,15,331864.0
2119.6,139,21.0,14.49,3,52,304665.0
1054.9,63,59.0,13.74,4,44,190313.0
1021.8,69,26.0,8.07,1,63,228023.0
1781.4,123,66.0,12.38,1,71,324676.0
1831.8,111,81.0,6.55,3,78,377911.0
990.9,80,77.0,11.62,4,91,140983.0
1031.9,67,76.0,16.24,3,25,131292.0
1087.3,72,18.0,9.13,3,17,165988.0
662.2,51,8.0,9.41,3,98,93633.0
832.5,57,69.0,13.41,2,99,122735.0
798.3,62,36.0,7.64,1,95,157745.0
892.9,62,43.0,9.92,4,40,137072.0
1186.1,72,3.0,12.99,3,19,134832.0
1293.7,89,25.0,9.91,3,65,214943.0
1820.2,109,3.0,10.91,4,85,295752.0
800.7,54,87.0,13.36,3,79,130941.0
1593.7,105,24.0,12.55,2,29,281761.0
1114.4,72,55.0,12.17,3,14,143306.0
1180.2,77,3.0,10.65,2,32,188748.0
1469.9,79,66.0,12.43,2,18,220844.0
750.9,44,32.0,11.19,3,67,74211.0
1353.0,91,89.0,12.64,4,68,205703.0
1266.6,86,88.0,10.26,5,89,183451.0
1397.0,82,32.0,11.04,3,63,205274.0
1315.7,100,90.0,9.03,2,55,242061.0
2182.1,136,99.0,11.41,2,31,418328.0
944.9,72,82.0,9.47,4,73,150169.0
987.6,70,84.0,8.71,3,17,138825.0
950.7,56,24.0,12.15,3,29,158920.0
977.8,82,57.0,12.03,4,60,121195.0
945.0,51,6.0,13.46,4,87,105820.0
1675.6,120,9.0,10.42,4,48,264049.0
1768.2,127,99.0,12.52,1,46,331732.0
971.7,58,32.0,12.88,4,59,153577.0
867.1,71,74.0,12.61,4,43,139375.0
1388.6,90,80.0,9.44,2,84,232779.0
979.1,68,85.0,11.87,3,42,218586.0
1453.2,99,99.0,12.41,3,40,258356.0
1281.2,84,24.0,11.52,5,63,171852.0
593.7,47,4.0,6.28,1,53,122873.0
1819.0,129,41.0,11.9,3,43,301622.0
1918.4,110,13.0,17.03,2,80,297602.0
954.9,76,2.0,10.6,4,71,181564.0
1044.9,53,36.0,9.68,2,32,164752.0
1314.3,97,78.0,12.43,2,55,219518.0
1333.8,100,56.0,12.28,3,65,216115.0
1463.4,86,31.0,14.48,5,16,225829.0
2004.1,129,65.0,8.36,2,98,325229.0
1129.2,64,23.0,13.33,2,70,116491.0
880.7,56,1.0,12.98,4,12,80795.0
648.3,40,76.0,11.14,3,47,62733.0
907.6,68,62.0,12.35,5,93,111296.0
1186.7,92,76.0,14.07,2,43,209268.0
1917.8,141,3.0,13.68,3,53,266330.0
993.0,60,,8.64,2,39,152113.0
1289.5,83,61.0,13.55,2,26,212385.0
1193.4,62,56.0,11.34,3,68,213460.0
1675.4,103,62.0,11.68,3,19,237525.0
2210.8,157,86.0,11.68,4,93,399076.0
987.7,81,58.0,11.12,3,27,177088.0
1004.2,54,58.0,14.48,3,54,169400.0
1617.7,101,99.0,11.29,3,68,318271.0
1472.8,97,75.0,8.7,5,71,299852.0
1938.7,132,44.0,10.52,2,68,323693.0
1433.6,87,70.0,11.95,2,58,250106.0
1056.3,74,38.0,14.57,3,72,135113.0
1436.3,91,22.0,13.01,3,96,213344.0
1643.5,109,59.0,9.37,2,41,329329.0
1528.2,107,92.0,17.71,5,19,190955.0
1402.9,93,92.0,12.16,2,20,229317.0
1626.7,104,,14.69,4,79,271838.0
1667.7,110,52.0,11.12,2,71,310383.0
1752.9,115,21.0,12.83,3,56,261487.0
1459.5,93,99.0,13.6,5,43,254003.0
1133.2,72,98.0,14.55,2,26,203507.0
1258.7,99,64.0,14.14,5,63,215968.0
1682.6,117,80.0,13.68,3,85,282773.0
873.2,55,71.0,10.71,5,94,152280.0
1347.5,96,59.0,10.07,3,49,292348.0
1042.7,66,5.0,12.33,3,28,152590.0
1211.5,92,45.0,13.83,2,76,189455.0
1711.4,117,67.0,10.94,3,91,309798.0
1276.4,84,67.0,14.16,1,62,207793.0
1218.6,85,37.0,15.13,2,73,240140.0
656.1,28,94.0,9.21,2,92,134214.0
1498.5,88,16.0,9.41,3,56,230095.0
1458.2,85,50.0,11.15,4,15,208257.0
2065.3,139,69.0,12.27,2,25,386705.0
1076.9,89,69.0,10.19,2,81,211778.0
1287.7,108,64.0,14.88,3,27,185147.0
1299.8,93,27.0,12.56,2,61,215764.0
1831.0,127,15.0,11.6,1,57,266399.0
1161.9,59,63.0,7.91,2,52,216890.0
1311.6,82,59.0,8.21,5,48,221975.0
1443.2,88,17.0,12.2,4,58,249851.0
1274.6,78,70.0,6.17,3,21,215258.0
1021.4,66,,14.03,3,19,112715.0
1277.6,80,66.0,11.1,3,80,190149.0
1629.5,88,83.0,19.61,3,64,214385.0
789.4,60,16.0,17.27,3,10,109674.0
1253.2,72,1.0,11.05,3,58,217845.0
920.0,63,77.0,11.23,2,45,169063.0
1678.0,132,60.0,13.99,1,30,317322.0
590.7,30,69.0,15.76,3,46,74046.0
976.4,39,83.0,7.4,4,33,170629.0
1350.9,87,80.0,7.03,3,64,240790.0
1826.2,132,96.0,9.94,4,34,313389.0
1173.7,97,53.0,12.96,5,16,124502.0
977.9,52,48.0,12.74,2,90,158715.0
1952.5,135,40.0,14.17,3,80,308402.0
620.8,36,15.0,8.5,3,80,100924.0
320.5,20,57.0,5.71,5,33,44194.0
1376.0,118,27.0,13.65,5,20,180954.0
999.2,51,92.0,9.43,3,82,159368.0
791.5,55,58.0,6.45,2,21,151269.0
1483.3,103,59.0,11.86,4,44,253184.0
1297.5,97,35.0,13.48,2,72,172092.0
974.4,65,5.0,11.19,4,77,123805.0
687.9,48,3.0,10.36,5,66,70002.0
1549.0,99,42.0,11.1,3,22,232639.0
1460.1,100,8.0,10.57,3,32,206809.0
1160.3,73,60.0,8.13,3,92,206979.0
1938.7,135,88.0,9.71,3,48,318926.0
772.0,47,88.0,12.8,3,97,133029.0
589.8,43,65.0,12.3,4,89,52351.0
923.2,61,21.0,11.92,5,21,134639.0
1181.8,90,86.0,9.01,5,43,254513.0
1297.3,85,88.0,11.05,2,80,213207.0
1103.5,55,19.0,6.06,4,84,186095.0
1340.8,102,73.0,11.95,4,40,196855.0
699.4,37,28.0,15.07,2,71,109210.0
1777.5,111,80.0,7.81,1,22,307998.0
1167.1,71,99.0,10.04,2,40,232502.0
1646.9,123,3.0,12.32,5,11,206715.0
1337.1,67,89.0,14.63,3,24,213597.0
1382.7,123,62.0,10.38,4,66,198417.0
1427.9,105,97.0,9.77,2,84,288201.0
1379.1,94,46.0,6.58,4,43,211384.0
1457.1,96,84.0,11.76,1,77,280989.0
1731.7,118,6.0,16.61,3,84,235555.0
1278.6,90,33.0,12.19,3,38,190425.0
1483.6,105,6.0,11.44,2,75,233376.0
1164.1,83,97.0,12.31,4,25,173462.0
1776.0,119,81.0,11.47,2,48,321214.0
929.4,59,85.0,9.47,3,86,203545.0
1920.4,126,93.0,13.56,3,46,310621.0
1183.9,76,8.0,12.06,3,90,194833.0
627.7,53,38.0,11.54,2,30,127052.0
1251.2,89,7.0,9.06,1,53,186411.0
927.6,32,21.0,14.76,5,28,60551.0
1536.3,108,22.0,13.16,2,80,246696.0
939.0,64,46.0,10.12,4,17,124532.0
1021.5,67,26.0,14.0,5,86,165971.0
444.2,25,10.0,10.26,2,75,50248.0
1019.1,79,16.0,9.54,2,50,138490.0
300.0,29,14.0,9.6,3,84,10000.0
566.4,30,,7.07,5,97,125653.0
1504.2,104,75.0,12.68,5,79,219469.0
1514.3,91,96.0,6.92,3,70,287300.0
1370.2,77,43.0,8.43,4,35,245477.0
813.2,47,27.0,6.31,2,80,127915.0
1180.9,87,79.0,11.28,5,92,182070.0
1198.6,89,32.0,11.12,5,79,165505.0
736.7,54,29.0,10.68,2,38,125861.0
1801.4,127,23.0,8.89,2,75,320010.0
1550.9,108,12.0,8.57,2,28,251076.0
1111.6,67,25.0,12.66,2,77,167756.0
1210.8,85,35.0,10.12,4,67,172872.0
1283.4,93,67.0,12.29,3,79,172091.0
383.3,33,6.0,9.29,1,66,55630.0
1101.1,85,21.0,11.95,3,46,204257.0
927.2,68,80.0,14.76,5,70,101320.0
799.4,56,14.0,12.97,3,39,75903.0
1087.6,83,34.0,10.47,3,80,144823.0
1919.1,127,86.0,12.14,2,82,359248.0
1456.3,88,15.0,10.9,5,34,216830.0
971.5,63,8.0,11.52,4,74,117129.0
2000.0,130,45.0,12.0,2,40,1500000.0
