order_id,customer_id,order_date,country,category,quantity,unit_price,discount,payment_method,customer_rating
ORD-004933,CUST-01350,2024-10-30 16:19:00,Belgium,Electronics,1,139.44,0.0,PayPal,4.0
ORD-003048,CUST-01141,2025-05-01 18:13:00,Spain,Home,2,194.06,0.15,Credit Card,3.0
ORD-000352,CUST-00068,2024-07-14 20:51:00,Germany,Home,2,96.93,0.0,Credit Card,3.0
ORD-002751,CUST-00368,2024-05-26 21:59:00,Belgium,Clothing,4,89.33,0.0,PayPal,5.0
ORD-002318,CUST-00655,2024-06-10 16:45:00,Germany,Electronics,3,330.88,0.2,Apple Pay,5.0
ORD-000897,CUST-00764,2024-01-31 23:53:00,France,Electronics,2,751.54,0.0,Credit Card,3.0
ORD-004645,CUST-00040,2025-12-28 04:49:00,France,Electronics,1,313.42,0.0,Credit Card,
ORD-000719,CUST-00354,2024-11-04 06:43:00,France,Clothing,8,112.9,0.15,Credit Card,1.0
ORD-004321,CUST-00989,2025-07-23 12:51:00,Spain,Electronics,1,817.26,0.0,Bank Transfer,5.0
ORD-002742,CUST-00146,2024-07-06 10:30:00,France,Books,2,60.66,0.05,Bank Transfer,4.0
ORD-002529,CUST-00130,2025-09-18 21:56:00,Spain,Clothing,1,90.47,0.0,Credit Card,4.0
ORD-000309,CUST-00474,2025-10-28 02:44:00,Italy,Home,5,274.92,0.0,Credit Card,5.0
ORD-001537,CUST-00231,2024-12-11 19:58:00,Germany,Clothing,1,200.64,0.05,Credit Card,4.0
ORD-000834,CUST-00215,2024-05-26 20:05:00,Spain,Home,2,384.05,0.0,PayPal,2.0
ORD-000367,CUST-00705,2025-07-30 05:12:00,Italy,Books,1,29.96,0.0,PayPal,5.0
ORD-004232,CUST-01392,2025-08-14 05:35:00,France,Books,2,55.36,0.1,Credit Card,4.0
ORD-002096,CUST-01168,2025-07-27 01:22:00,Germany,Books,2,80.0,0.15,Credit Card,5.0
ORD-000932,CUST-01050,2024-08-15 00:24:00,Italy,Clothing,5,210.59,0.0,Credit Card,
ORD-003788,CUST-00032,2024-07-05 23:45:00,France,,7,497.39,0.05,Apple Pay,4.0
ORD-003079,CUST-00310,2024-11-19 16:53:00,Italy,Electronics,2,660.7,0.05,Credit Card,2.0
ORD-001296,CUST-00772,2025-10-03 16:54:00,Belgium,Clothing,3,74.79,0.05,PayPal,
ORD-000020,CUST-00676,2025-08-29 06:37:00,Italy,Clothing,3,198.93,0.0,Credit Card,2.0
ORD-003205,CUST-00450,2024-01-23 01:48:00,Germany,Electronics,4,1047.81,0.0,Credit Card,5.0
ORD-002965,CUST-01101,2025-09-13 17:55:00,Germany,Clothing,2,193.24,0.15,PayPal,5.0
ORD-000916,CUST-00688,2024-03-22 19:07:00,Netherlands,Electronics,2,1200.0,0.0,Credit Card,5.0
ORD-000219,CUST-00671,2024-06-28 05:49:00,France,Electronics,4,1200.0,0.2,Credit Card,5.0
ORD-003653,CUST-00615,2024-10-31 21:23:00,France,Books,5,80.0,0.15,Apple Pay,4.0
ORD-000439,CUST-00122,2025-09-15 01:46:00,Belgium,Sports,2,249.55,0.0,Credit Card,4.0
ORD-003916,CUST-00118,2024-05-30 21:24:00,Spain,Electronics,8,465.76,0.05,Credit Card,3.0
ORD-003872,CUST-00155,2025-05-20 10:40:00,Germany,Electronics,4,426.7,0.05,Credit Card,2.0
ORD-003310,CUST-01416,2025-10-24 13:57:00,France,Electronics,2,681.33,0.15,Credit Card,5.0
ORD-003455,CUST-01228,2025-04-27 16:33:00,France,Sports,1,256.8,0.1,Credit Card,4.0
ORD-001056,CUST-01494,2025-06-17 02:18:00,Italy,Sports,2,400.0,0.0,PayPal,2.0
ORD-004666,CUST-01241,2024-03-19 18:58:00,Germany,Clothing,1,90.66,0.0,Credit Card,5.0
ORD-001021,CUST-00084,2024-10-11 12:10:00,Germany,Electronics,3,732.45,0.0,Credit Card,5.0
ORD-003967,CUST-01178,2024-08-27 19:59:00,Germany,Books,2,80.0,0.0,Credit Card,
ORD-000803,CUST-00774,2025-12-22 16:32:00,Spain,Clothing,6,147.06,0.0,Credit Card,1.0
ORD-003018,CUST-00324,2025-01-16 06:35:00,Germany,Clothing,3,74.34,0.0,Credit Card,5.0
ORD-002246,CUST-01249,2025-06-07 02:07:00,Spain,Clothing,1,94.15,0.0,Apple Pay,3.0
ORD-003748,CUST-01478,2024-10-02 22:34:00,Germany,Clothing,1,135.12,0.1,Apple Pay,
ORD-004314,CUST-00147,2025-01-25 11:51:00,Germany,Home,2,75.25,0.0,Credit Card,4.0
ORD-000583,CUST-00161,2024-01-09 03:21:00,Germany,Home,1,320.61,0.05,Credit Card,4.0
ORD-000204,CUST-01050,2024-03-28 06:14:00,Germany,Books,5,39.52,0.2,Bank Transfer,
ORD-004067,CUST-01282,2024-02-14 09:51:00,Netherlands,Home,2,124.85,0.05,Apple Pay,4.0
ORD-003438,CUST-00988,2025-07-10 04:47:00,France,Sports,2,284.47,0.0,Bank Transfer,2.0
ORD-002267,CUST-01026,2025-12-03 01:12:00,Germany,,3,1127.61,0.2,Credit Card,4.0
ORD-002198,CUST-01291,2025-04-02 15:31:00,France,Electronics,1,232.44,0.0,Bank Transfer,3.0
ORD-003429,CUST-01170,2024-02-09 07:36:00,France,Home,2,182.9,0.0,Apple Pay,3.0
ORD-003847,CUST-01158,2025-08-22 08:51:00,Italy,Sports,1,266.4,0.05,PayPal,4.0
ORD-001282,CUST-01110,2024-05-11 12:36:00,Spain,Books,2,80.0,0.05,PayPal,3.0
ORD-000953,CUST-00923,2024-03-13 03:05:00,Germany,Home,6,500.0,0.1,PayPal,2.0
ORD-001819,CUST-00204,2024-02-08 00:21:00,France,Sports,1,160.62,0.0,Credit Card,4.0
ORD-002407,CUST-00557,2025-11-15 14:36:00,Germany,Electronics,4,648.22,0.1,PayPal,2.0
ORD-003372,CUST-00358,2024-08-06 13:19:00,Germany,Electronics,2,1200.0,0.15,PayPal,4.0
ORD-000518,CUST-00100,2025-08-22 04:29:00,Spain,Home,7,182.47,0.0,Bank Transfer,5.0
ORD-002827,CUST-00543,2024-10-14 07:17:00,Belgium,Electronics,2,489.61,0.1,Credit Card,
ORD-001601,CUST-00453,2025-06-04 11:37:00,Belgium,Clothing,2,184.07,0.1,Credit Card,5.0
ORD-002441,CUST-00544,2024-04-21 16:00:00,Belgium,Electronics,1,1200.0,0.1,Credit Card,2.0
ORD-000669,CUST-01379,2024-10-08 00:36:00,France,Electronics,1,167.33,0.0,Credit Card,5.0
ORD-003624,CUST-00662,2025-03-31 01:18:00,Netherlands,Home,2,97.49,0.05,Apple Pay,4.0
ORD-003013,CUST-00069,2025-01-17 00:02:00,Netherlands,Clothing,4,158.77,0.0,Credit Card,4.0
ORD-004927,CUST-00599,2024-01-16 21:09:00,Germany,Home,1,491.45,0.05,Credit Card,4.0
ORD-002925,CUST-00635,2025-10-10 10:42:00,Netherlands,Sports,2,281.45,0.0,Credit Card,5.0
ORD-003661,CUST-00837,2024-05-15 13:48:00,Spain,Home,7,160.31,0.1,Apple Pay,
ORD-002908,CUST-01424,2024-06-07 19:54:00,Italy,Home,2,82.87,0.3,PayPal,4.0
ORD-002374,CUST-00598,2025-10-10 17:38:00,France,Clothing,1,245.34,0.15,Credit Card,1.0
ORD-004632,CUST-00432,2025-01-31 16:31:00,France,Sports,4,201.93,0.0,Apple Pay,
ORD-004955,CUST-00564,2025-08-06 16:24:00,Italy,Books,2,57.11,0.0,Credit Card,4.0
ORD-003414,CUST-00141,2025-09-09 13:19:00,France,Electronics,2,693.37,0.1,Apple Pay,4.0
ORD-001174,CUST-00267,2024-07-22 13:57:00,Netherlands,Electronics,5,1066.49,0.1,Bank Transfer,5.0
ORD-000760,CUST-01095,2025-08-11 12:32:00,Belgium,Clothing,1,70.7,0.05,PayPal,2.0
ORD-001048,CUST-00902,2024-10-14 09:38:00,Germany,Clothing,2,154.16,0.05,Credit Card,2.0
ORD-001375,CUST-01332,2025-12-30 05:00:00,France,Home,2,470.54,0.2,Credit Card,4.0
ORD-002689,CUST-00958,2024-08-12 16:46:00,France,Books,1,80.0,0.1,PayPal,4.0
ORD-002581,CUST-00576,2024-11-30 21:16:00,France,Electronics,1,689.19,0.0,PayPal,2.0
ORD-003725,CUST-00014,2025-10-13 22:12:00,Belgium,Electronics,6,495.99,0.15,Credit Card,4.0
ORD-004106,CUST-00679,2024-12-24 00:33:00,France,Electronics,2,597.53,0.0,Credit Card,5.0
ORD-000215,CUST-01106,2025-05-08 16:36:00,Italy,Clothing,4,176.75,0.1,PayPal,2.0
ORD-003353,CUST-00159,2025-06-07 09:54:00,Italy,Home,1,327.38,0.05,Bank Transfer,4.0
ORD-003340,CUST-01302,2025-03-30 00:35:00,France,Clothing,4,61.15,0.2,Credit Card,3.0
ORD-000694,CUST-01420,2024-08-09 08:53:00,France,Books,5,33.75,0.2,PayPal,4.0
ORD-003690,CUST-00252,2024-08-21 10:00:00,France,Electronics,2,335.25,0.05,Credit Card,2.0
ORD-001438,CUST-00980,2025-09-28 09:52:00,France,Sports,1,158.99,0.0,PayPal,5.0
ORD-002136,CUST-01029,2024-02-16 23:45:00,Germany,Sports,1,101.73,0.05,Credit Card,4.0
ORD-002996,CUST-00947,2025-10-24 06:31:00,Germany,Electronics,2,789.62,0.0,Credit Card,5.0
ORD-001787,CUST-00298,2025-12-11 12:26:00,Spain,Clothing,1,192.85,0.0,Credit Card,5.0
ORD-001269,CUST-01430,2025-01-07 00:35:00,France,Books,6,36.42,0.15,Credit Card,4.0
ORD-002556,CUST-00155,2025-01-07 11:28:00,Germany,Electronics,1,565.58,0.0,PayPal,4.0
ORD-001002,CUST-01106,2024-09-18 22:51:00,France,Clothing,3,250.0,0.0,Credit Card,1.0
ORD-000197,CUST-00514,2025-08-13 20:04:00,France,Sports,2,75.77,0.0,Credit Card,5.0
ORD-003743,CUST-01409,2024-05-01 17:55:00,Spain,Clothing,2,136.01,0.0,Bank Transfer,3.0
ORD-004676,CUST-00555,2024-07-01 00:48:00,France,Electronics,1,1148.7,0.0,Bank Transfer,4.0
ORD-001721,CUST-00134,2025-09-07 04:24:00,France,Electronics,5,728.77,0.0,Bank Transfer,3.0
ORD-000880,CUST-00946,2025-05-16 19:50:00,Italy,Books,1,70.3,0.0,Apple Pay,2.0
ORD-004583,CUST-00248,2024-04-14 23:32:00,Germany,Electronics,3,1200.0,0.1,Bank Transfer,2.0
ORD-002168,CUST-01265,2024-01-27 18:22:00,Netherlands,Electronics,6,292.47,0.0,Credit Card,3.0
ORD-004594,CUST-01093,2024-01-10 08:37:00,Belgium,Clothing,5,64.24,0.1,Apple Pay,5.0
ORD-003246,CUST-01215,2025-07-26 10:54:00,Netherlands,Books,6,80.0,0.0,PayPal,5.0
ORD-000888,CUST-00290,2024-12-13 10:37:00,Belgium,Electronics,1,271.63,0.1,Apple Pay,2.0
ORD-001737,CUST-00755,2025-06-27 19:13:00,Belgium,Books,1,48.76,0.1,Credit Card,4.0
ORD-000069,CUST-00115,2025-01-16 10:42:00,France,Electronics,2,537.07,0.0,Credit Card,4.0
ORD-002500,CUST-01395,2025-03-26 05:22:00,France,Electronics,1,1200.0,0.0,Apple Pay,3.0
ORD-004389,CUST-00506,2025-09-15 02:53:00,France,Clothing,1,63.02,0.0,PayPal,5.0
ORD-000569,CUST-00964,2025-10-15 00:01:00,France,Clothing,3,138.3,0.1,PayPal,2.0
ORD-001655,CUST-00235,2025-07-15 05:39:00,France,Electronics,1,854.67,0.0,PayPal,2.0
ORD-000097,CUST-00360,2024-07-12 06:49:00,France,Books,4,37.52,0.15,Credit Card,
ORD-001624,CUST-00025,2025-04-06 15:09:00,Spain,Home,6,211.29,0.0,PayPal,4.0
ORD-004865,CUST-01319,2025-08-10 00:09:00,France,Sports,2,185.91,0.2,PayPal,5.0
ORD-000140,CUST-00656,2024-05-04 13:38:00,France,Clothing,2,81.13,0.3,Credit Card,5.0
ORD-002415,CUST-00559,2024-12-31 08:07:00,Spain,Home,1,208.34,0.3,Credit Card,4.0
ORD-002621,CUST-01271,2025-11-08 09:35:00,Italy,Electronics,2,495.66,0.15,PayPal,2.0
ORD-001618,CUST-00761,2024-09-06 20:12:00,France,Sports,2,135.75,0.0,PayPal,3.0
ORD-004392,CUST-01224,2024-07-13 14:49:00,Germany,Electronics,1,179.63,0.0,Bank Transfer,4.0
ORD-003442,CUST-00037,2025-12-25 21:39:00,France,Electronics,1,368.74,0.2,PayPal,
ORD-004680,CUST-00104,2024-08-11 22:08:00,Spain,Clothing,6,250.0,0.05,Bank Transfer,3.0
ORD-001845,CUST-01115,2025-06-18 07:53:00,Germany,Books,3,33.3,0.1,Credit Card,5.0
ORD-001722,CUST-01113,2025-02-28 10:25:00,Germany,Home,2,156.01,0.15,PayPal,5.0
ORD-003261,CUST-00653,2025-10-28 06:12:00,Germany,Home,4,361.59,0.2,Apple Pay,
ORD-000464,CUST-00629,2025-04-18 18:23:00,Italy,Electronics,2,514.07,0.0,PayPal,5.0
ORD-002348,CUST-01129,2025-12-16 12:53:00,France,Clothing,6,127.47,0.0,PayPal,5.0
ORD-003419,CUST-00146,2025-01-27 21:57:00,France,Books,1,45.66,0.05,PayPal,3.0
ORD-003406,CUST-00529,2024-02-17 09:19:00,Germany,Books,2,80.0,0.05,Credit Card,
ORD-000595,CUST-00482,2024-10-17 16:14:00,Italy,Home,2,203.68,0.15,PayPal,5.0
ORD-001341,CUST-00802,2025-07-03 14:46:00,Spain,Home,4,388.37,0.0,Credit Card,5.0
ORD-000626,CUST-00349,2024-08-23 10:00:00,Spain,Home,1,239.38,0.0,Credit Card,4.0
ORD-000451,CUST-01441,2024-09-06 00:07:00,Germany,Clothing,4,210.9,0.1,Bank Transfer,3.0
ORD-003269,CUST-00202,2024-05-02 07:44:00,Germany,Electronics,2,712.31,0.0,PayPal,3.0
ORD-003312,CUST-00604,2024-06-04 00:10:00,Spain,Clothing,3,250.0,0.15,Bank Transfer,5.0
ORD-002406,CUST-01243,2024-04-04 01:22:00,Italy,Home,4,151.48,0.15,Credit Card,4.0
ORD-001331,CUST-00675,2024-01-12 08:59:00,Spain,Clothing,3,188.63,0.05,Credit Card,4.0
ORD-001925,CUST-00543,2025-04-28 02:11:00,France,Books,2,40.72,0.1,Credit Card,
ORD-001505,CUST-00897,2024-12-12 09:37:00,Belgium,Clothing,2,146.26,0.0,Credit Card,3.0
ORD-001942,CUST-00380,2025-07-20 16:19:00,Germany,Home,2,172.8,0.1,Bank Transfer,2.0
ORD-002465,CUST-00696,2024-12-11 18:36:00,Belgium,Home,1,500.0,0.0,Bank Transfer,4.0
ORD-003649,CUST-01499,2024-12-24 12:42:00,France,Electronics,1,222.02,0.1,PayPal,
ORD-003949,CUST-01455,2025-01-20 15:39:00,Netherlands,Home,1,341.01,0.0,Credit Card,4.0
ORD-000151,CUST-01284,2024-07-04 17:50:00,Germany,Electronics,2,704.27,0.05,Apple Pay,5.0
ORD-003169,CUST-01234,2024-08-01 20:21:00,Germany,Books,1,30.06,0.05,Credit Card,5.0
ORD-003973,CUST-00187,2025-01-31 15:42:00,France,Electronics,3,251.88,0.15,Credit Card,5.0
ORD-002705,CUST-00104,2024-11-15 20:41:00,Germany,Books,3,24.05,0.0,Credit Card,4.0
ORD-001483,CUST-00435,2025-12-07 14:46:00,France,Home,1,288.92,0.0,Credit Card,3.0
ORD-000089,CUST-01152,2025-09-01 21:32:00,France,Electronics,2,696.9,0.0,Bank Transfer,3.0
ORD-000458,CUST-00951,2024-02-28 22:43:00,France,Clothing,4,151.37,0.15,Apple Pay,3.0
ORD-002419,CUST-00433,2025-12-10 00:56:00,Spain,Electronics,1,1200.0,0.0,PayPal,3.0
ORD-002946,CUST-00161,2025-04-22 02:16:00,Germany,Books,2,32.56,0.0,Credit Card,5.0
ORD-003292,CUST-00696,2024-03-06 11:21:00,Germany,Clothing,3,113.06,0.1,PayPal,4.0
ORD-003249,CUST-00211,2025-09-30 12:04:00,Belgium,Sports,2,276.86,0.0,PayPal,5.0
ORD-002019,CUST-01080,2024-04-10 04:07:00,Spain,Home,4,164.57,0.15,Credit Card,3.0
ORD-001673,CUST-00402,2025-09-06 16:48:00,Germany,Electronics,1,463.78,0.0,PayPal,4.0
ORD-003671,CUST-00217,2024-01-16 16:24:00,Belgium,Sports,1,166.49,0.1,Bank Transfer,4.0
ORD-000832,CUST-00362,2024-07-01 20:52:00,France,Clothing,1,211.56,0.05,Credit Card,5.0
ORD-000240,CUST-00941,2025-06-30 00:27:00,Germany,Clothing,2,228.16,0.15,Bank Transfer,5.0
ORD-004697,CUST-00114,2024-01-20 14:02:00,France,Home,8,163.84,0.1,Credit Card,2.0
ORD-001000,CUST-00770,2024-09-05 03:10:00,Belgium,Clothing,1,250.0,0.0,Credit Card,5.0
ORD-002593,CUST-00799,2025-11-03 23:23:00,Italy,Electronics,1,354.64,0.1,Apple Pay,4.0
ORD-002400,CUST-01103,2025-04-11 09:08:00,Spain,Electronics,1,544.14,0.1,Credit Card,2.0
ORD-004290,CUST-00463,2025-12-03 15:48:00,Germany,Electronics,1,1182.91,0.0,Credit Card,4.0
ORD-001254,CUST-01191,2024-01-20 23:31:00,France,Electronics,2,548.25,0.15,PayPal,4.0
ORD-000193,CUST-00911,2025-02-26 22:27:00,France,Clothing,3,190.25,0.0,Credit Card,4.0
ORD-003632,CUST-00819,2025-11-12 00:24:00,Belgium,Books,3,68.39,0.15,Credit Card,4.0
ORD-003768,CUST-01124,2025-01-09 05:31:00,Germany,Sports,1,134.32,0.1,Credit Card,
ORD-003868,CUST-01216,2025-05-30 03:23:00,Belgium,Home,1,380.02,0.05,PayPal,5.0
ORD-000945,CUST-00195,2024-10-22 12:55:00,Netherlands,Electronics,5,805.44,0.1,Credit Card,4.0
ORD-004195,CUST-00847,2024-06-19 20:10:00,Belgium,Sports,2,130.6,0.0,Credit Card,4.0
ORD-004122,CUST-01419,2025-03-20 14:46:00,France,Electronics,1,627.12,0.2,Credit Card,5.0
ORD-004245,CUST-00529,2024-10-18 02:50:00,France,Home,2,169.53,0.0,Bank Transfer,1.0
ORD-004903,CUST-00933,2025-07-04 03:28:00,France,Sports,1,128.61,0.0,PayPal,2.0
ORD-004439,CUST-00517,2024-04-28 02:17:00,Germany,Electronics,3,609.68,0.0,PayPal,2.0
ORD-003039,CUST-00425,2025-10-13 03:56:00,France,Sports,1,262.86,0.0,Credit Card,5.0
ORD-002575,CUST-01160,2024-04-09 15:55:00,Spain,Home,4,376.79,0.0,PayPal,3.0
ORD-004155,CUST-00341,2024-01-16 12:35:00,Germany,Sports,1,98.64,0.0,Bank Transfer,4.0
ORD-003880,CUST-00064,2024-08-11 18:25:00,France,Clothing,8,87.34,0.1,Credit Card,
ORD-004228,CUST-00920,2024-05-10 09:08:00,France,Clothing,2,89.78,0.05,PayPal,3.0
ORD-004951,CUST-00496,2024-04-23 23:43:00,Italy,Books,1,19.42,0.1,Credit Card,3.0
ORD-001376,CUST-01439,2024-07-19 21:48:00,France,Books,3,47.39,0.0,Credit Card,4.0
ORD-003917,CUST-00101,2024-07-05 15:32:00,France,Clothing,1,250.0,0.0,Credit Card,5.0
ORD-002991,CUST-00685,2025-12-20 15:11:00,Germany,Electronics,2,564.96,0.3,Credit Card,5.0
ORD-002145,CUST-00544,2025-01-11 19:13:00,Germany,Home,5,266.42,0.0,Credit Card,5.0
ORD-004759,CUST-00678,2025-05-04 19:38:00,France,,1,78.75,0.3,Credit Card,5.0
ORD-002532,CUST-01210,2025-08-11 22:38:00,Spain,Books,4,68.17,0.15,Apple Pay,5.0
ORD-004932,CUST-01102,2025-04-24 23:47:00,France,Home,2,500.0,0.0,PayPal,4.0
ORD-000192,CUST-00946,2025-05-17 17:32:00,France,Clothing,3,250.0,0.0,Credit Card,2.0
ORD-001490,CUST-00763,2024-06-22 21:54:00,Italy,Clothing,6,121.11,0.3,Credit Card,5.0
ORD-002891,CUST-00223,2025-10-31 03:15:00,Italy,Electronics,2,1048.95,0.05,Credit Card,5.0
ORD-002474,CUST-00311,2025-09-10 12:01:00,France,Home,1,330.44,0.0,Credit Card,3.0
ORD-002728,CUST-00061,2024-07-04 17:41:00,Spain,Sports,6,400.0,0.0,Bank Transfer,3.0
ORD-001216,CUST-00172,2025-03-28 16:03:00,France,Home,3,211.75,0.0,Apple Pay,5.0
ORD-004037,CUST-01029,2024-06-11 19:48:00,Belgium,Clothing,1,67.84,0.05,Bank Transfer,5.0
ORD-002985,CUST-01080,2025-05-30 19:52:00,Germany,Home,5,112.21,0.0,Credit Card,4.0
ORD-002883,CUST-00845,2024-12-04 00:46:00,France,Home,2,157.36,0.0,Credit Card,5.0
ORD-003669,CUST-00639,2025-11-25 06:24:00,Spain,Home,3,241.38,0.1,Credit Card,5.0
ORD-001104,CUST-00227,2025-02-28 01:00:00,Spain,Clothing,1,250.0,0.1,Apple Pay,5.0
ORD-004404,CUST-01406,2025-06-17 22:43:00,Italy,Home,3,184.28,0.1,PayPal,4.0
ORD-004000,CUST-00781,2025-02-10 08:00:00,Germany,Home,2,397.76,0.0,Credit Card,5.0
ORD-001666,CUST-00595,2024-12-10 23:21:00,Spain,Electronics,1,12401.88,0.0,Credit Card,5.0
ORD-000167,CUST-00482,2025-12-24 00:56:00,Belgium,Electronics,1,701.93,0.0,Credit Card,5.0
ORD-001617,CUST-01192,2025-04-28 11:11:00,France,Home,1,500.0,0.0,Bank Transfer,4.0
ORD-001372,CUST-00515,2025-07-16 12:43:00,Germany,Home,2,141.49,0.1,Credit Card,2.0
ORD-001025,CUST-01233,2025-04-24 07:49:00,France,Sports,2,293.36,0.3,Bank Transfer,2.0
ORD-001339,CUST-01163,2025-09-20 04:23:00,Germany,Home,4,114.33,0.1,Credit Card,4.0
ORD-004783,CUST-00515,2025-02-09 12:04:00,Spain,Clothing,2,250.0,0.1,Bank Transfer,5.0
ORD-003663,CUST-01453,2024-08-31 20:31:00,Netherlands,Home,3,500.0,0.2,Credit Card,3.0
ORD-001850,CUST-00248,2025-09-20 09:22:00,France,Clothing,1,132.63,0.05,PayPal,2.0
ORD-004826,CUST-00626,2024-05-11 08:37:00,Italy,Home,2,234.61,0.0,Apple Pay,5.0
ORD-004153,CUST-01368,2024-03-21 03:57:00,Belgium,Electronics,7,336.55,0.0,PayPal,
ORD-002981,CUST-01076,2025-06-22 18:53:00,France,Sports,5,93.44,0.15,Credit Card,4.0
ORD-000153,CUST-01377,2024-04-26 09:31:00,France,Books,5,22.21,0.05,PayPal,2.0
ORD-002553,CUST-00326,2024-07-10 09:04:00,Spain,Clothing,2,86.36,0.0,PayPal,2.0
ORD-004704,CUST-01281,2024-04-16 01:01:00,France,Electronics,4,514.62,0.15,Credit Card,3.0
ORD-003133,CUST-01141,2024-07-05 16:47:00,France,Electronics,3,778.11,0.0,Credit Card,
ORD-003898,CUST-00027,2025-01-08 07:37:00,France,Sports,5,74.22,0.0,Bank Transfer,5.0
ORD-003717,CUST-00525,2025-08-06 23:05:00,Spain,Home,1,197.4,0.0,PayPal,4.0
ORD-003795,CUST-01338,2025-12-19 20:02:00,France,Clothing,1,247.29,0.0,Credit Card,5.0
ORD-002884,CUST-00074,2025-02-23 08:33:00,Belgium,Electronics,1,997.02,0.0,PayPal,5.0
ORD-004117,CUST-00028,2024-09-26 03:28:00,Belgium,Home,1,331.24,0.05,Apple Pay,4.0
ORD-004838,CUST-00102,2024-11-16 23:44:00,France,Clothing,4,129.21,0.0,PayPal,5.0
ORD-002969,CUST-01080,2024-10-04 02:53:00,France,Clothing,1,89.07,0.0,Bank Transfer,
ORD-001863,CUST-01272,2024-10-14 16:56:00,Belgium,Electronics,2,263.54,0.05,Credit Card,2.0
ORD-000032,CUST-00341,2025-12-10 10:10:00,Italy,Clothing,2,225.46,0.05,Credit Card,3.0
ORD-000938,CUST-00223,2025-05-03 02:48:00,Spain,Home,7,290.3,0.1,PayPal,4.0
ORD-001236,CUST-00520,2025-04-24 14:03:00,Spain,Electronics,2,1087.44,0.15,Credit Card,3.0
ORD-001967,CUST-00557,2025-04-30 10:03:00,Italy,Clothing,3,80.75,0.0,Credit Card,5.0
ORD-002345,CUST-00882,2025-12-25 03:26:00,Italy,Electronics,1,318.14,0.1,PayPal,3.0
ORD-000310,CUST-00163,2025-03-08 02:15:00,France,Clothing,1,190.93,0.0,PayPal,4.0
ORD-002472,CUST-00149,2024-10-16 01:17:00,France,Clothing,1,153.33,0.0,Credit Card,3.0
ORD-003323,CUST-01180,2024-05-03 18:22:00,Italy,Books,1,15.36,0.05,Credit Card,4.0
ORD-003135,CUST-01066,2024-09-11 08:52:00,France,Sports,2,131.29,0.2,PayPal,5.0
ORD-004374,CUST-01228,2025-09-02 22:51:00,France,Home,1,319.64,0.05,Credit Card,3.0
ORD-000496,CUST-00619,2025-11-02 18:17:00,Belgium,Home,4,410.92,0.0,Credit Card,5.0
ORD-000206,CUST-00399,2025-06-18 19:11:00,Spain,Home,4,161.69,0.05,Credit Card,5.0
ORD-002909,CUST-00192,2024-09-27 02:05:00,France,Books,1,27.02,0.0,PayPal,2.0
ORD-003379,CUST-01287,2025-04-28 15:07:00,Italy,Sports,1,98.35,0.0,Credit Card,4.0
ORD-004677,CUST-00834,2024-12-07 04:31:00,Spain,Home,1,416.91,0.1,Credit Card,3.0
ORD-000306,CUST-00211,2024-01-09 07:14:00,Spain,Home,2,231.77,0.0,Bank Transfer,1.0
ORD-003818,CUST-01205,2024-04-10 19:41:00,Belgium,Electronics,1,251.57,0.0,PayPal,5.0
ORD-002352,CUST-01126,2024-04-20 17:07:00,Germany,Home,2,173.56,0.05,Apple Pay,2.0
ORD-001062,CUST-01032,2025-07-13 13:50:00,Spain,Electronics,2,877.8,0.0,PayPal,5.0
ORD-000844,CUST-00055,2024-02-12 10:47:00,Italy,Electronics,3,481.53,0.05,PayPal,5.0
ORD-002733,CUST-01398,2024-10-21 02:04:00,France,Books,1,66.94,0.0,Credit Card,5.0
ORD-002269,CUST-00178,2025-05-28 03:46:00,France,Books,2,42.55,0.0,PayPal,5.0
ORD-000212,CUST-01076,2024-07-25 18:35:00,Germany,Electronics,3,197.93,0.0,Credit Card,4.0
ORD-003740,CUST-01250,2025-03-15 08:36:00,Spain,Electronics,1,308.0,0.0,Credit Card,3.0
ORD-000680,CUST-01404,2025-02-01 19:45:00,Germany,Books,1,72.42,0.0,Bank Transfer,1.0
ORD-000566,CUST-00356,2025-03-07 21:46:00,Germany,Books,1,44.52,0.2,PayPal,
ORD-001790,CUST-01131,2025-05-07 08:03:00,France,Electronics,6,522.97,0.0,Bank Transfer,4.0
ORD-003604,CUST-00936,2025-11-28 08:11:00,France,Home,1,319.65,0.1,Credit Card,3.0
ORD-000681,CUST-01086,2025-01-20 12:36:00,Germany,Home,2,415.2,0.15,Bank Transfer,5.0
ORD-000181,CUST-01408,2024-07-26 03:17:00,Belgium,Clothing,1,77.96,0.0,Credit Card,5.0
ORD-002679,CUST-00870,2025-10-23 15:45:00,France,Home,2,457.86,0.1,Credit Card,4.0
ORD-004428,CUST-00724,2024-11-14 00:56:00,France,Home,2,389.11,0.1,PayPal,3.0
ORD-002334,CUST-01235,2025-08-21 12:27:00,France,Books,2,80.0,0.1,Apple Pay,1.0
ORD-004288,CUST-01210,2025-03-22 20:16:00,France,Clothing,3,33.24,0.05,Credit Card,4.0
ORD-000279,CUST-00098,2024-07-05 20:52:00,France,Sports,1,363.24,0.0,PayPal,4.0
ORD-001130,CUST-00974,2025-09-03 21:16:00,Italy,Clothing,1,106.53,0.0,Credit Card,2.0
ORD-004756,CUST-00904,2024-06-18 17:19:00,Italy,Home,1,116.49,0.1,Credit Card,5.0
ORD-000433,CUST-01239,2024-04-18 20:17:00,France,Sports,3,342.08,0.0,PayPal,2.0
